variable,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
cpi_services_yoy,-0.11454952108231485,0.0908205743422515,0.0884113857730541,0.02565922644836202,-0.13927280804003608,-0.08929535440583107,0.09502882056002007,0.045763898425570014
cpi_shelter_yoy,-0.09968166084906083,0.09487569754686137,0.09707281700212095,0.039214590402549696,-0.10821912418489399,-0.0960927009901724,0.05491926414537168,-0.012330939988098089
cpi_rent_yoy,-0.09469605683127941,0.029251170126216197,0.061713624204535966,0.022183915758690484,0.21749840025315115,0.08939960463506702,-0.07580424313716139,-0.04635687024965306
cpi_oer_yoy,-0.07984992983435169,0.005880420204240178,0.04740863559301878,-0.05963098593814432,0.09894666739446945,0.06498242655231179,-0.18391034585706817,-0.08263392544975237
cpi_food_home_yoy,-0.06748472730693406,0.029086771414221113,0.1224197348183943,0.017065274243093786,-0.18215905037466193,-0.09576741532183333,0.033571187018511306,-0.02041009792151613
cpi_energy_services_yoy,-0.11622827265283964,0.08767535094787393,0.04934802195898813,0.027432545130680677,-0.03482223172567611,-0.07259200919594852,0.21737023786781984,0.034552074260852425
cpi_transport_yoy,-0.09736732750174018,0.07481179389140748,0.06357933363043486,0.01027548045118104,-0.14023497076854935,-0.04731570151977099,0.10635729257630239,0.13151351024975844
cpi_med_services_yoy,-0.10922330224265654,0.1161763477916156,-5.1725170133284926e-05,-0.004468040354989489,-0.012898897340534246,-0.0788853435922296,0.059875437419022445,0.004215301190879012
cpi_med_commod_yoy,-0.06694849993297117,0.12153723197838866,-0.00841069897575912,-0.01874852103099134,0.11575972081061106,0.029118005659499138,-0.10035416329958657,0.05956724070189889
cpi_comm_less_fe_yoy,-0.12007315428924817,0.10018337318779293,0.06139065690163971,0.012052753298359642,-0.05236992553393985,-0.09424237862624585,0.12543792422648686,0.01562891568083913
pcepi_headline_yoy,-0.12223309366507303,0.08716899246771227,0.09594274209249426,0.0189351763145251,-0.10835094762468472,-0.09784278684109143,0.10649535246584985,0.02163086752657095
pcepi_core_yoy,-0.12564897100465705,0.09826420241841291,0.08288764344014421,0.005476395085675516,-0.045936327989365554,-0.0894420711125072,0.11884971655883447,-0.0025309347781827807
gdp_deflator_yoy,-0.12760162926898572,0.07176338304878924,0.09481488557928203,0.030193125631522523,-0.09843757042368963,-0.1071378864628268,0.1282567814426428,0.009196332369126092
ppi_all_manufacturing_yoy,-0.05073626908328339,0.014168352105323852,0.018679867368092806,-0.05796391402240315,-0.06616053987877187,0.13562783527219735,-0.09247670242207219,0.1830325191282653
ppi_mining_yoy,-0.006139820680220993,0.009769024128368275,0.010997240808547758,-0.0022004048628285204,-0.05994431038960527,0.13434112837634307,0.060898719656560886,0.3096499165208977
umich_infl_1y,-0.10880907849267896,0.029913126723196962,0.08277376114531694,0.03171404186788685,-0.1160499160230473,-0.05623373087569921,0.015752394288508983,0.04461475237458507
expinf_5y_clevelandfed,-0.10965493723551858,0.02801677384254632,0.058403859355495163,-0.06934750449304675,0.1644124247881469,0.14833938759858695,-0.054016767589356134,0.04501051990707171
indpro_manufacturing_yoy,0.07964781223765965,-0.08920095734849166,0.1175216832315114,-0.11465374797909217,-0.010142832287405746,0.009282165393203833,-0.009557907051051463,0.00716556968798966
indpro_durables_yoy,0.08608600444166445,-0.09405128803646015,0.10666437625837624,-0.10826938488618704,-0.031025109023685906,0.00647491836756198,-0.050533898609082355,0.03683674002757521
indpro_nondurables_yoy,0.015536537859052344,-0.14165905215950902,0.06567423046465512,-0.0869510634485037,0.00824793148454811,0.01735183960093993,-0.053933024474717185,0.023841007661105054
caputil_total,0.03530822238838698,-0.10358984181854596,0.08553131977514324,-0.012212885302515856,-0.22109273677146926,-0.026789325316204825,-0.07290044523998584,-0.006124412366726812
caputil_manufacturing,0.03088451042442051,-0.13060687659209705,0.06569396742373969,-0.022673271624061322,-0.18716965856604945,-0.0012442720740521431,-0.1443844617355898,0.010070885065308283
retail_sales_nominal_yoy,-0.009132846145121724,-0.00017061811822899404,-0.026062853239934868,-0.06474761416988958,0.015539534541237599,-0.12237415466156105,-0.054803173481608,0.33030695586500064
retail_sales_real_yoy,0.0011038949987717702,-0.0023575340128967988,-0.004680645551349704,-0.019810441099221733,0.05030013573019555,-0.15974171955170136,-0.07802405547964136,0.29983495129336885
gdp_nominal_yoy,-0.07119370609870602,-0.05007233908720507,0.18236283415460253,-0.06239961407392308,-0.02680973751052764,-0.09702222946705517,0.10980053871558278,0.045232202577413706
gdp_real_yoy,0.05925061466011675,-0.13027304222430086,0.09529493614918466,-0.0992831535254144,0.07585056994971845,0.00971841663984884,-0.018595441493895463,0.03890249412528061
exports_real,0.15043140019303927,0.10535743392351891,0.019439026892624625,0.0028547893049120534,-0.048795498108369244,-0.009407712111164764,0.024645194440119745,0.01031695376767136
imports_real,0.1562504551492667,0.09378187641081029,0.042003423724936706,0.009206404505684055,-0.01897554058483474,-0.019873514657273137,0.013387031412842147,0.01785242955275485
durables_new_orders,0.05262071150426228,-0.010162671399981105,0.13907242248477938,0.2116658488559415,0.059038381826951106,0.08681396211815848,0.03554356754265977,0.05141301176021232
durables_shipments_value,0.054270227635469875,-0.01127665145551895,0.14226786958769755,0.21569813616519762,0.06245655372019376,0.07658574428174787,0.02802252888038104,0.04523495774633663
durables_unfilled_orders,0.04347920137780555,-0.0033198990492641985,0.10385258690695003,0.20369948077411548,0.09010884851720136,0.022380393993890992,0.019010826720645385,-0.02540470026837767
manufacturers_inventories,0.0028873577021537047,-0.00511511748791939,0.028127761184094966,-0.014441549031587597,-0.051622216146909095,0.13734874655704246,0.05472457082459946,0.11047077612513646
business_inventories,0.05362298949329455,-0.009700980560007299,0.1406850494322386,0.21800450138266833,0.05640800577234226,0.08741850411284037,0.03243347583000721,0.053285517295448795
retail_inventories,0.05324545522076668,-0.010694143838217372,0.14150141851896428,0.21033465273250954,0.04994148529156134,0.09421783168630772,0.03548781308750998,0.07125636886504774
wholesale_inventories,0.05403532197425297,-0.009480495595090612,0.13956794888877222,0.22156354908779807,0.06550123276505297,0.06464231155891256,0.02002690597746662,0.06310307320994725
lei,0.04044640910280061,-0.06395591270086888,0.09867465624746465,-0.09027576538833709,0.04803066558098031,-0.042295751347862676,0.07044308046766239,-0.015405269652807316
coincident_index,0.15038949814396127,-0.03790398192474862,-0.04129958696221259,0.08241722194963101,-0.0838840355725736,-0.023501136010657925,0.06478507570403354,0.03585653369365935
cf_nai,0.04517625057764747,-0.08061361490102521,0.06842068278743484,-0.09203986101750583,0.07038734864712964,-0.048338005934805674,0.1087014879235725,0.00449151954785694
oecd_consumer_conf_cli,0.11638641393199071,-0.10501259332367244,0.016182129607793232,-0.0005127274029625152,0.11585995791168663,0.1193906622254104,-0.06363261447424812,0.007568146179281938
oecd_business_conf_cli,0.031178651005815742,-0.1332859627678013,0.08421487834576692,-0.10658172614165799,0.004764202614354697,-0.05445297708312544,0.024593484007623328,0.04507095593349357
oecd_mfg_business_conf,0.030412634480153942,-0.1302308236969219,0.08285988689275593,-0.10487141167353384,0.005526385555323782,-0.053224661167393245,0.024878724731295584,0.046197645337869346
housing_starts,0.01950052581780389,-0.08802434605995384,0.1509045957258456,-0.05866931060692168,0.07908571617556985,-0.1024229284049942,0.15791101255326587,-0.05830006710647845
housing_starts_sf,0.08890319187081945,-0.04354189512043189,0.1005507223629759,-0.0778090678904355,0.0447376502808217,-0.14274289714390348,0.18009998879514166,-0.02357374794024473
housing_starts_mf5,-0.04655095242324979,-0.10394850251316091,0.1233553423635836,-0.007145972580213469,0.0804356584643883,-0.012837903933931924,0.05703921619420684,-0.06860290066730915
permits,0.04669695891844531,-0.05564240418910841,0.16031946598370056,-0.06425481599026324,0.09678787628169426,-0.0856556684544326,0.1397849802026094,-0.06905602744789596
permits_sf,0.12427298116767027,0.00772666814375664,0.10027220636625522,-0.07870222589994412,0.04556812748300809,-0.11312848330610284,0.13163915482462854,-0.03496410714849799
new_home_sales_yoy,0.039630454614771535,-0.031971347625319856,-0.04335245089566033,-0.05097190660716156,0.16545714468164507,-0.0401179169065133,0.23696241990199177,-0.0693083591089071
new_home_price_median,0.13590179800280638,0.11557855874585753,-0.005609774728649153,-0.030866115844508536,-0.0061584022412022,0.020549038445947427,-0.0446654334041327,0.008111235442432722
new_home_months_supply,-0.10542494761927457,0.0861284536673664,0.039429356846071455,-0.0076003194618962395,-0.12403354822370506,0.030634483825300953,-0.10179683695795998,0.019538748713185575
case_shiller,0.07863566939841814,-0.009682654872898206,0.06445534219406943,0.17267403688117025,0.031315152048693166,-0.029363394931613173,0.10659291348817262,0.1100103120565291
fhfa_hpi_all_transactions,0.12721522882274777,0.13651248197777596,0.0367141289127881,-0.05273854384429068,-0.011903098798305041,-0.016021758794487057,-0.013717954784242462,-0.0070577263983274165
mortgage_30y,-0.11145489202828704,0.08263311389880285,0.0644564757165543,-0.020126039775757158,0.10257128853689393,0.12570034242607753,-0.13438860786530024,0.04801090644992227
mortgage_15y,-0.03239513569422853,0.010072115361996231,-0.05857052314872712,-0.12384529420270508,-0.044946754747569935,0.05633912976993261,0.019980998944999252,0.17534769864707564
unrate_u6,-0.03729227070115999,0.0003810383831713946,-0.07749505715265059,-0.18877145074364327,-0.1169826773099191,0.10745087015298264,0.05473414860927804,-0.07766964576755393
employment_level_yoy,0.017378893181821287,-0.10176574249896964,0.18066939954639044,-0.12371659877773393,-0.044273198981821776,-0.03241095925190512,-0.030974690982319846,0.0032552572555935573
unemployment_level,0.017378018988744547,0.16723564378580313,-0.009311512354992595,-0.11320168010606507,0.1092300622155798,-0.020662954445175432,0.07997623021191902,-0.028518450617492502
labor_force,0.11490253029819164,0.1460335316827304,0.04736845682516516,-0.06538692720311383,-0.008439439356321224,-0.021866265025952045,0.003106293913613402,-0.014528770189306156
participation,0.10802659408859219,0.15073051360149287,0.04430355197213321,-0.07251942758109955,-0.010445647252507762,-0.01275354844692084,-0.021350134881256578,-0.020038624776837637
emp_pop_ratio,0.13175542834783463,0.11347747390843246,0.06064647092397844,-0.04353271023882318,-0.06615737464605456,-0.00884040491244141,-0.06642213813201789,-0.012244176187647957
payrolls_total_yoy,0.035590634522270945,-0.117844964412255,0.16461721661941361,-0.09804507773000931,-0.074467271478906,-0.005406061842820337,-0.1046092590388278,0.02071691853746708
payrolls_private_yoy,0.04196124611476808,-0.1001743213489691,0.17875848109005057,-0.11269176633877771,-0.06809202061638835,-0.0003711939265642995,-0.0956470677832174,0.01443127398261919
payrolls_manufacturing_yoy,0.02887879083823185,-0.12001184308710247,0.1335220567371324,-0.1104480095393309,-0.08161816408359296,0.015492760023266668,-0.11388249219837468,0.012575916010911526
payrolls_construction_yoy,0.06724216252374966,-0.09284711751881583,0.16715026650914017,-0.09454488287292469,-0.006309147448318598,-0.013345628922430568,-0.02871204926238016,0.00017319430682426776
payrolls_trade_transport_util_yoy,0.012046608157469609,-0.1021136320127727,0.19049738728630114,-0.09649453066590735,-0.04799356857905377,0.002599283658083571,-0.039194088531455035,0.028180708610308882
payrolls_retail_trade_yoy,-0.0039610721670042676,-0.11745175193319145,0.17222831503972752,-0.10199433844072753,0.007952529658781795,0.0005285924319203466,0.01060296868143962,0.03301555065680047
payrolls_leisure_hosp_yoy,0.00913402683577768,-0.10189159433265735,0.1520167258137771,-0.14580550296514214,-0.007647567759738415,-0.01777211214654473,-0.03875839126288886,0.020521807447167265
payrolls_govt_yoy,-0.02888065898596807,-0.14300127640796792,-0.03245044216196118,0.05142380458182646,-0.05754801806288149,-0.031061035129785163,-0.09430917715182477,0.0472211009813617
avg_weekly_earnings_mfg,0.13797451521290122,-0.054466395975897405,0.0457861866308484,-0.07408400597598969,-0.077669546701057,0.015167553663206886,-0.10348639744373138,0.0045939936326542035
initial_claims,-0.05492958085065784,0.14022935006536913,-0.06678046314677973,0.006597934963251724,0.07792589718311427,0.04647190493767881,0.024056180992120535,0.005369048256805501
continuing_claims,-0.03300504449505526,0.13156580112252064,-0.09475130587770188,-0.012594144872064181,0.08869032190644484,0.003993225752342435,0.0973051170900246,0.01356302782936721
sloos_tightening_ci_large_mid,-0.10455573818997432,-0.1483796405469383,-0.0435708886568436,0.08820471704317305,0.0112541384214133,0.02784383971307655,-0.002940485865521193,0.023290003843594753
fed_funds_target,-0.0813558630266732,0.11938360165606329,0.1662449749045015,0.007310434375646975,-0.043713975456921135,0.030000382511266466,-0.07365466391836416,-0.022859719095356227
tbill_3m,-0.07792961206095922,0.1203980368430054,0.1659027820750503,-0.009172863789795508,-0.01856450881181481,0.0426852523561717,-0.04802025128862513,-0.003194504171606423
ust_2y,-0.12530471483632136,0.051227895034394205,0.11221907316150391,0.008015478801702112,0.05783648497084268,0.12141171197051404,-0.062803298518567,0.04679938442276563
ust_5y,-0.0817346399305402,0.13488930884075806,0.11873327336323576,-0.051391622415234726,0.06324850907535892,0.06336304720065154,-0.009641876858875504,0.02819823891976514
ust_10y,-0.07663078197024846,0.1414324508910669,0.1067303645235838,-0.0679489547423421,0.07713899191943535,0.054781875621466976,-0.0021052956954489364,0.027371869203114706
ust_30y,-0.13525975146957178,0.05050992499089494,0.07154214753799734,-0.04640716478044924,0.10224778109422793,0.10600940854670658,-0.059597430655442096,0.0543052891305696
stlfsi,0.022183510698824096,-0.0010242548309896881,0.04547564168609929,0.12296698186686524,0.10446221398302037,-0.17662983396866122,-0.11788232917155095,0.10702786415174737
nfci,-0.12090494774226021,0.039867026202147236,0.0807596416115005,0.09858906616771945,-0.07252497407388328,-0.00922398058831565,-0.07371973553394989,0.01307793740572173
anfci,-0.10423459806877182,0.042674724250231305,0.0699833390353146,0.09878876248615465,-0.03398251978705969,0.021234710667816053,-0.10896897909323112,0.008553639316574145
us_epu_index,-0.017817161140885905,0.00805136445554471,-0.031915954102660925,-0.020947725708956047,0.02585188070673121,-0.026177464909439608,-0.03880178652633306,-0.042614247733352435
moody_aaa,-0.052538389936262135,0.1586073664571458,0.11719173018692718,-0.07779989527586206,0.07325888411379698,0.01719595766568406,0.010066507818982797,0.0074173097057911004
moody_baa,-0.059484850066534985,0.1596055710090856,0.10788934912891343,-0.06574506071786224,0.08426549365009772,0.014080072494537771,0.017369984490798913,0.004219316290251606
aaa_10y_spread,0.05000271681437102,0.002403113054550122,-0.07261555388339995,0.10729317223597082,-0.02046517222077407,-0.20743395218365135,-0.025232716603803877,-0.04640837405972825
baa_10y_spread,-0.01592992330556174,-0.001047829871216885,0.00011854967912600594,0.04474617426941527,0.1274838996703295,-0.18690699418291534,-0.16214227143550847,-0.04054754198645808
ig_oas,0.010644007168748785,0.002810729270571131,0.01568089997029554,0.07114736886773274,0.07520353969179573,-0.20636868749960258,-0.14871160837117692,0.18793288843468725
hy_oas,0.009749722538321192,0.002927227265316491,0.013253862558753356,0.06807156548606053,0.07428022431115558,-0.2128270008996427,-0.15395053653960794,0.16096621817097181
consumer_credit_total,0.15171328037144327,0.10694934923893927,0.02831749301534608,-0.002881767804085758,-0.020033303439418986,0.007681035885479264,-0.008589168625097782,0.004570511198281318
consumer_credit_revolving,0.16332313596213863,0.03921891830971109,-0.03439300436735713,0.05165660873049564,-0.029644846662575174,0.05254816567265051,-0.03868597602121521,0.03272456475667481
consumer_credit_nonrevolving,0.141234701530296,0.12062821900969568,0.040708997304787,-0.021289710657437542,-0.008218699230889625,0.006925011053830794,-0.025764052003126744,-0.0002755144541160692
total_bank_credit,0.1589817948659567,0.011850013074222693,-0.05918561806152004,0.042636007076351456,-0.010711795791396177,0.05620578024920537,-0.07468392495950388,0.026941535078073134
commercial_industrial_loans,0.13739755723319264,0.12645840131105088,0.036120816511496324,-0.022234466559081203,0.006268550137521776,0.005741430003426351,-0.035299376600080874,-0.001071188370045206
real_estate_loans,0.15234250713861625,0.10534129405307047,0.0010196925134479061,-0.012373062554134503,-0.03488749283968144,-0.0033267385806610324,-0.014947684649789314,0.012801383636808068
delinq_consumer_loans,-0.1131628177129131,0.04535719905770207,-0.015716463088906642,-0.0976232305325607,0.06548050617288786,-0.050313502927096854,-0.12954239056865488,-0.0159727745379802
delinq_credit_cards,0.09790597113663832,0.15217112204730224,0.05117365642525066,-0.0853845003056363,-0.001790146156817786,-0.028592878961297873,-0.005243465008713794,-0.025775483190267498
chargeoff_credit_cards,0.08649592122494734,0.1557076476706035,0.06911192543932594,-0.09001711073639339,0.012793141949258138,-0.03109366529942551,0.007156675917974674,-0.03306728611577484
m1,0.14204670015662596,0.11468163546341972,-0.003790465574675741,-0.06570725597662298,-0.035466900019752834,-0.004347880829121018,-0.014138962499228878,-0.009027360727855186
m2,0.13748571391134934,0.12603076906603244,0.02099663542645272,-0.04623371435916345,-0.0020670313424803947,-0.008872848860008635,-0.031038948389953344,-5.4182032090347494e-05
monetary_base,0.1506175903764714,0.108477958849344,0.015952387409191762,-0.016937700945115035,-0.02929869471020383,-0.00861986308938201,0.004295844238834715,0.014834047350586878
m2_velocity,0.1337922069280996,0.09650622875572873,0.018486630033131075,0.01189704621432873,-0.08947408609471583,0.030968361181205644,0.06050714457314126,0.00840202888583787
m1_velocity,0.07528203765774016,0.15547733965191188,0.12428927553681424,-0.01308042840626413,0.037256807572773894,-0.026141136643874806,0.029147779578465725,0.0076093271605710494
real_m2,0.10982347101403159,0.1274123067166939,0.071679188127104,-0.07594211460268552,0.00023030066534173978,-0.06486916954997615,-0.008201826132017594,-0.01741986525258016
nasdaq,0.15053631772767015,0.007534437832804669,0.0023176424753345924,0.12288008074375376,0.006682347760140379,0.0035575337386048204,-0.02137245153348031,0.12042924359526806
vix,0.0292486865228481,0.00014290220848603828,0.0979618482988237,0.1839142896486997,0.08296380672207447,-0.01910084105750362,-0.07058998805513553,0.02499704375074553
dollar_major,-0.06692120832368538,-0.005712415309067962,0.10053188927799557,-0.015733845047287073,0.25482404404484393,0.0626705758301637,0.007768154603363065,-0.02166135343693385
usd_eur,-0.0009140401895965617,-0.0011154955761248273,-0.006608594385388721,0.0045196028050495775,0.015172653396817008,-0.06260130416617755,-0.05425078622549814,-0.21401003451079378
usd_jpy,-0.13057848007770056,-0.0425373540258771,0.06461414413681847,0.03742666030265525,0.08220813370844389,-0.058052513813150596,0.18079657071749747,-0.02289832837924698
usd_gbp,-0.09202836708722621,-0.02984985117889749,0.020524151742514735,0.09804459853532756,-0.13976554976275163,-0.12590231869396484,0.1281757742990897,-0.00834589683950167
wti,-0.014059012871922578,0.026035512040050616,-0.036107535093693036,-0.005192522925934458,-0.0849240392289488,0.1227979188771601,0.040437779709327076,0.2704454559896725
gasoline,-0.0019500997335630355,0.007400041958834607,0.037145728418225166,0.023742812173921123,-0.06396050141933583,0.2124555492287923,0.08879269067013199,0.25849393486076155
natgas,-0.0011890690624186617,1.030378612975834e-08,0.0030175769210808406,-0.016012704328327305,-0.030543226301125527,0.09620749340386323,0.07665787006771321,0.1720628012162635
copper,-0.0429961768549783,0.01483556020646684,-0.046964016267907464,-0.11267720210035688,-0.11980913742338646,0.21224979870350394,0.03635323696734918,-0.017251020469113525
commodity_index_proxy,-0.11975050403403431,-0.140267765706134,-0.04682490730725245,0.060971969096513944,0.013336497086734537,0.026036809039022644,-0.013638809133242348,0.014328480030223875
t10y3mm,-0.046985373509412405,0.0007925604976948903,-0.08016330982840521,-0.1783963188652521,0.06658446261255452,-0.09407538313278026,0.010339213302203496,0.08209391354860054
t5yff,0.04296225851488517,-0.022448191267062056,-0.11563815206122172,-0.11416954757385764,0.16258863976457782,0.0004036165337915292,0.14237586852045647,0.12413287684209746
t1yff,0.030430107521933893,-0.051884602004420195,-0.07771289250405948,-0.07047849756206316,0.11338635901449581,0.013855436766240178,0.14044675354792804,0.15181826601455228
cpff,0.0060790404999397,0.0008108060811791333,0.007937642051035037,0.018923421995964286,0.023174367004045883,-0.04974053422679712,-0.002792977903299523,0.26482968974282567
tb3smffm,0.06793443522332805,-0.0804227826440297,-0.13468387375400834,-0.04962019331385723,0.10963521541390789,0.0254592185058369,0.11442185895445785,0.07538014020484575
tb6smffm,0.05967580328363326,-0.0841101874774684,-0.12974946258840458,-0.05741767293916182,0.11900708072623191,0.021973962388417246,0.12938235257289674,0.08722818647892608
aaaff,-0.015856543735631633,0.002506797092211607,-0.09981287381566564,-0.13131989274259576,0.03347319235121367,-0.14904945154637722,0.04149710600948488,0.15699217271430707
baaff,-0.0198335563791951,0.005354330574970788,-0.11519228846577367,-0.130191834274021,0.022020602135480613,-0.17817772699020273,-0.0026890870221124947,0.14709762073389965
ref_sp500,0.16111071824517337,0.06265807250277314,0.02895369388504564,0.07527199206795976,-0.005709447965476747,-0.02894934031811733,0.013410456006705113,0.0433297690937106
ref_aaii_bull_bear_spread,0.028520803690521703,-0.0037663284182422865,0.004239893466779677,0.0431827193253177,-0.003720179799595177,0.03987499078919458,0.11928240357070899,-0.0034511855426477924
ref_cb_consumer_confidence,0.04944266413249612,-0.08042704286660676,0.08855121535055609,-0.02004272989803863,0.15068946162358093,0.0779901528073488,0.07748589068558068,0.0017427779391619757
ref_gold,0.02959725141629399,0.11124595847097472,-0.018405207893050612,-0.05861117461395116,0.007453190349505571,0.10410268346310088,-0.17615161395908163,0.014492660957526937
ref_mortgage_applications,-0.050500978770899665,0.012123337520877202,-0.08083909518401894,-0.17010945906671734,-0.12335664362091375,0.13337595268584818,0.023444589606060936,-0.02507795146404766
ref_russell_2000,0.14906565942993913,-0.03989810663099424,-0.015395057404221724,0.1026947935960014,-0.051954012014832324,-0.010705414998528404,0.11571853577469068,0.014504655665972812
ref_usd_dxy_index,-0.04325063048246304,-0.021704506069838852,0.08267780867288704,-0.031063703156640865,0.2671542402909726,0.07833266026869605,0.015880146279236562,-0.01646740928543617
ref_acm_term_premium_10y,-0.025686825808260483,0.14743281947620532,0.022103735767532252,-0.1361537579529386,0.1324252250979657,0.002170125630001602,0.008739550220444753,0.03419862616019156
ref_export_price_index,0.040070707754182186,-0.021633804718443984,0.07221630200093841,0.031837357062742516,-0.08007560188614078,0.22706082406351463,0.1938436531272298,-0.09265218267812494
ref_import_price_index,0.00797507599154874,-0.007131849732128645,0.016712212695262733,-0.04444330878591363,-0.12396570629377403,0.2555136136425718,0.17933402254307498,0.03942778077046267
ref_unmich,0.1231063236512143,-0.06295789365546849,0.05708928807947063,0.01905973522360596,0.08585735591370576,0.06473407537867838,0.031640026319047915,-0.03018175577475482
